ensayo;ambiente;date;ppfd.amb;protocolo;ppfd.act;genotipo;cond.hidr;pos;hoja;filt.pot;ciclo;sphi;phiPS2;qp.fo;qs.fo;phiNPQ;phiNO;phiNO.psII;phiNO.basal;time.act.On;time.act.Off;sphiNPQ;phiNPQfast;phiNPQslow
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;1;X;T1_1_g2_d_para.asc;1;1;0.203;0.315;0.645;0.526;0.271;0.15;0.12;70.1;19;0.538;0.254;0.284
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;1;X;T1_1_g2_d_para.asc;2;1;0.225;0.368;0.611;0.553;0.223;0.111;0.112;105.6;53;0.538;0.391;0.146
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;1;X;T1_1_g2_d_para.asc;3;1;0.233;0.382;0.61;0.563;0.204;0.1;0.104;141.1;87;0.538;0.444;0.0936
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;1;X;T1_1_g2_d_para.asc;4;1;0.25;0.417;0.599;0.559;0.191;0.089;0.102;175.1;121;0.538;0.471;0.0664
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;1;X;T1_1_g2_d_para.asc;5;1;0.261;0.44;0.594;0.556;0.182;0.082;0.1;210.1;156;0.538;0.488;0.0496
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;1;X;T1_1_g2_d_para.asc;6;1;0.28;0.453;0.616;0.545;0.175;0.082;0.0934;245.1;191;0.538;0.499;0.0387
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;1;X;T1_1_g2_d_para.asc;7;1;0.277;0.466;0.595;0.55;0.173;0.0759;0.0969;280.1;226;0.538;0.505;0.0328
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;1;X;T1_1_g2_d_para.asc;8;1;0.292;0.494;0.591;0.539;0.169;0.0716;0.0977;314.1;261;0.538;0.51;0.0279
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;1;X;T1_1_g2_d_para.asc;9;1.0000000000000002;0.297;0.506;0.587;0.538;0.165;0.0681;0.0969;348.1;296;0.538;0.512;0.0258
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;1;X;T1_1_g2_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.538;0.514;0.0233
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;10;X;T1_10_gt_d_para.asc;1;1;0.219;0.364;0.601;0.567;0.214;0.105;0.109;70.1;19;0.395;0.267;0.128
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;10;X;T1_10_gt_d_para.asc;2;0.9999999999999998;0.268;0.424;0.632;0.556;0.175;0.0872;0.0881;105.6;53;0.395;0.341;0.0544
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;10;X;T1_10_gt_d_para.asc;3;1;0.323;0.541;0.597;0.52;0.157;0.0634;0.0934;141.1;87;0.395;0.357;0.0378
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;10;X;T1_10_gt_d_para.asc;4;1;0.355;0.564;0.63;0.496;0.149;0.0634;0.0855;175.1;121;0.395;0.365;0.0305
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;10;X;T1_10_gt_d_para.asc;5;1;0.389;0.606;0.642;0.469;0.143;0.059;0.0837;210.1;156;0.395;0.368;0.0266
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;10;X;T1_10_gt_d_para.asc;6;1;0.42;0.628;0.669;0.442;0.137;0.059;0.0784;245.1;191;0.395;0.37;0.0251
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;10;X;T1_10_gt_d_para.asc;7;1;0.434;0.657;0.661;0.429;0.137;0.0546;0.0819;280.1;226;0.395;0.372;0.0227
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;10;X;T1_10_gt_d_para.asc;8;1;0.449;0.692;0.649;0.413;0.138;0.0502;0.0881;314.1;261;0.395;0.373;0.0222
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;10;X;T1_10_gt_d_para.asc;9;1;0.468;0.699;0.669;0.395;0.137;0.052;0.0855;348.1;296;0.395;0.373;0.0219
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;10;X;T1_10_gt_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.395;0.374;0.0214
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;11;X;T1_11_g1_c_para.asc;1;1;0.14;0.202;0.695;0.229;0.631;0.407;0.224;70.1;19;0.518;0.137;0.381
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;11;X;T1_11_g1_c_para.asc;2;1;0.151;0.216;0.697;0.352;0.497;0.32;0.177;105.6;53;0.518;0.317;0.2
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;11;X;T1_11_g1_c_para.asc;3;1;0.167;0.234;0.713;0.432;0.401;0.263;0.138;141.1;87;0.518;0.391;0.127
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;11;X;T1_11_g1_c_para.asc;4;1;0.186;0.269;0.693;0.485;0.328;0.204;0.124;175.1;121;0.518;0.435;0.0831
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;11;X;T1_11_g1_c_para.asc;5;1;0.217;0.314;0.691;0.506;0.277;0.168;0.109;210.1;156;0.518;0.462;0.0559
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;11;X;T1_11_g1_c_para.asc;6;1;0.24;0.342;0.7;0.517;0.244;0.148;0.0961;245.1;191;0.518;0.478;0.0396
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;11;X;T1_11_g1_c_para.asc;7;1;0.254;0.388;0.653;0.523;0.224;0.12;0.104;280.1;226;0.518;0.489;0.0285
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;11;X;T1_11_g1_c_para.asc;8;1;0.273;0.401;0.682;0.515;0.211;0.119;0.0926;314.1;261;0.518;0.496;0.0215
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;11;X;T1_11_g1_c_para.asc;9;0.9999999999999999;0.278;0.398;0.698;0.518;0.204;0.119;0.0856;348.1;296;0.518;0.5;0.0174
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;11;X;T1_11_g1_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.518;0.503;0.0149
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;12;X;T1_12_g2_d_para.asc;1;1;0.147;0.24;0.611;0.607;0.247;0.134;0.112;70.1;19;0.566;0.328;0.238
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;12;X;T1_12_g2_d_para.asc;2;1;0.169;0.27;0.627;0.639;0.192;0.106;0.086;105.6;53;0.566;0.453;0.113
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;12;X;T1_12_g2_d_para.asc;3;1;0.2;0.308;0.65;0.635;0.165;0.0929;0.0722;141.1;87;0.566;0.486;0.0794
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;12;X;T1_12_g2_d_para.asc;4;1;0.214;0.313;0.685;0.634;0.151;0.0906;0.0608;175.1;121;0.566;0.506;0.06
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;12;X;T1_12_g2_d_para.asc;5;1;0.228;0.339;0.673;0.628;0.143;0.0826;0.0608;210.1;156;0.566;0.52;0.0457
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;12;X;T1_12_g2_d_para.asc;6;1;0.263;0.407;0.647;0.595;0.141;0.0734;0.0677;245.1;191;0.566;0.528;0.0373
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;12;X;T1_12_g2_d_para.asc;7;1;0.264;0.422;0.626;0.599;0.138;0.0677;0.07;280.1;226;0.566;0.532;0.0339
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;12;X;T1_12_g2_d_para.asc;8;1;0.28;0.441;0.634;0.587;0.133;0.0654;0.0677;314.1;261;0.566;0.537;0.0285
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;12;X;T1_12_g2_d_para.asc;9;1;0.301;0.459;0.657;0.566;0.133;0.0677;0.0654;348.1;296;0.566;0.541;0.025
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;12;X;T1_12_g2_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.566;0.543;0.0229
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;13;X;T1_13_g1_d_para.asc;1;1;0.0776;0.11;0.704;0.319;0.604;0.41;0.193;70.1;19;0.641;0.162;0.479
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;13;X;T1_13_g1_d_para.asc;2;1;0.0868;0.129;0.674;0.441;0.473;0.304;0.169;105.6;53;0.641;0.353;0.289
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;13;X;T1_13_g1_d_para.asc;3;1;0.0993;0.153;0.648;0.511;0.39;0.237;0.152;141.1;87;0.641;0.434;0.207
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;13;X;T1_13_g1_d_para.asc;4;1;0.117;0.185;0.631;0.551;0.332;0.193;0.139;175.1;121;0.641;0.488;0.153
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;13;X;T1_13_g1_d_para.asc;5;1;0.122;0.19;0.641;0.582;0.296;0.175;0.121;210.1;156;0.641;0.523;0.118
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;13;X;T1_13_g1_d_para.asc;6;1;0.123;0.201;0.612;0.605;0.271;0.151;0.12;245.1;191;0.641;0.549;0.092
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;13;X;T1_13_g1_d_para.asc;7;1;0.135;0.228;0.592;0.627;0.238;0.126;0.112;280.1;226;0.641;0.568;0.0735
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;13;X;T1_13_g1_d_para.asc;8;1;0.137;0.226;0.607;0.635;0.228;0.124;0.104;314.1;261;0.641;0.58;0.0608
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;13;X;T1_13_g1_d_para.asc;9;1;0.144;0.233;0.619;0.641;0.215;0.119;0.0957;348.1;296;0.641;0.588;0.0531
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;13;X;T1_13_g1_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.641;0.592;0.0489
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;14;X;T1_14_gt_c_para.asc;1;1;0.172;0.286;0.602;0.661;0.167;0.0868;0.0803;70.1;19;0.574;0.463;0.11
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;14;X;T1_14_gt_c_para.asc;2;1;0.231;0.362;0.637;0.617;0.152;0.0803;0.0716;105.6;53;0.574;0.534;0.0394
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;14;X;T1_14_gt_c_para.asc;3;1;0.261;0.387;0.674;0.592;0.148;0.0824;0.0651;141.1;87;0.574;0.544;0.0293
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;14;X;T1_14_gt_c_para.asc;4;1;0.261;0.393;0.663;0.592;0.148;0.0803;0.0672;175.1;121;0.574;0.545;0.0288
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;14;X;T1_14_gt_c_para.asc;5;1;0.287;0.429;0.67;0.567;0.145;0.0781;0.0672;210.1;156;0.574;0.552;0.022
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;14;X;T1_14_gt_c_para.asc;6;1;0.31;0.449;0.69;0.54;0.15;0.0824;0.0672;245.1;191;0.574;0.546;0.0278
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;14;X;T1_14_gt_c_para.asc;7;1;0.324;0.471;0.686;0.527;0.15;0.0803;0.0694;280.1;226;0.574;0.544;0.0293
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;14;X;T1_14_gt_c_para.asc;8;0.9999999999999999;0.264;0.384;0.689;0.567;0.169;0.0976;0.0716;314.1;261;0.574;0.549;0.0248
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;14;X;T1_14_gt_c_para.asc;9;1;0.257;0.351;0.733;0.574;0.169;0.108;0.0607;348.1;296;0.574;0.544;0.0293
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;14;X;T1_14_gt_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.574;0.546;0.0273
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;15;X;T1_15_gc_d_para.asc;1;1;0.268;0.334;0.801;0.187;0.545;0.397;0.148;70.1;19;0.422;0.103;0.319
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;15;X;T1_15_gc_d_para.asc;2;1;0.301;0.383;0.785;0.242;0.457;0.316;0.141;105.6;53;0.422;0.273;0.149
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;15;X;T1_15_gc_d_para.asc;3;1;0.284;0.379;0.749;0.309;0.407;0.265;0.143;141.1;87;0.422;0.334;0.0881
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;15;X;T1_15_gc_d_para.asc;4;1;0.282;0.378;0.746;0.344;0.374;0.242;0.132;175.1;121;0.422;0.366;0.0563
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;15;X;T1_15_gc_d_para.asc;5;1;0.292;0.398;0.735;0.367;0.34;0.213;0.127;210.1;156;0.422;0.385;0.0372
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;15;X;T1_15_gc_d_para.asc;6;1;0.291;0.409;0.711;0.397;0.312;0.185;0.127;245.1;191;0.422;0.398;0.0246
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;15;X;T1_15_gc_d_para.asc;7;1;0.305;0.44;0.693;0.412;0.283;0.158;0.125;280.1;226;0.422;0.406;0.0169
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;15;X;T1_15_gc_d_para.asc;8;1;0.31;0.46;0.674;0.428;0.263;0.139;0.124;314.1;261;0.422;0.412;0.0101
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;15;X;T1_15_gc_d_para.asc;9;0.9999999999999999;0.331;0.488;0.68;0.422;0.246;0.128;0.118;348.1;296;0.422;0.415;0.00734
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;15;X;T1_15_gc_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.422;0.416;0.00653
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;16;X;T1_16_g1_c_para.asc;1;1;0.338;0.473;0.715;0.449;0.213;0.122;0.0917;70.1;19;0.518;0.246;0.272
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;16;X;T1_16_g1_c_para.asc;2;1;0.341;0.486;0.702;0.466;0.193;0.106;0.0872;105.6;53;0.518;0.367;0.152
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;16;X;T1_16_g1_c_para.asc;3;1;0.33;0.487;0.678;0.491;0.179;0.0929;0.086;141.1;87;0.518;0.425;0.0936
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;16;X;T1_16_g1_c_para.asc;4;1;0.316;0.479;0.66;0.518;0.166;0.0837;0.0826;175.1;121;0.518;0.454;0.0637
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;16;X;T1_16_g1_c_para.asc;5;1;0.33;0.478;0.69;0.516;0.154;0.0826;0.0711;210.1;156;0.518;0.473;0.0453
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;16;X;T1_16_g1_c_para.asc;6;1;0.344;0.529;0.651;0.516;0.14;0.0654;0.0745;245.1;191;0.518;0.481;0.0371
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;16;X;T1_16_g1_c_para.asc;7;1;0.371;0.595;0.624;0.501;0.128;0.0516;0.0768;280.1;226;0.518;0.486;0.0316
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;16;X;T1_16_g1_c_para.asc;8;1.0000000000000002;0.321;0.466;0.69;0.548;0.131;0.0711;0.0596;314.1;261;0.518;0.489;0.0293
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;16;X;T1_16_g1_c_para.asc;9;1;0.344;0.492;0.699;0.518;0.138;0.0745;0.0631;348.1;296;0.518;0.495;0.0235
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;16;X;T1_16_g1_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.518;0.496;0.0226
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;17;X;T1_17_gc_c_para.asc;1;1;0.0377;0.0528;0.713;0.456;0.506;0.355;0.151;70.1;19;0.658;0.428;0.23
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;17;X;T1_17_gc_c_para.asc;2;1;0.0602;0.0922;0.653;0.63;0.309;0.195;0.114;105.6;53;0.658;0.547;0.111
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;17;X;T1_17_gc_c_para.asc;3;1;0.0893;0.14;0.637;0.677;0.233;0.14;0.093;141.1;87;0.658;0.58;0.0776
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;17;X;T1_17_gc_c_para.asc;4;1.0000000000000002;0.138;0.21;0.656;0.652;0.21;0.127;0.0838;175.1;121;0.658;0.594;0.0638
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;17;X;T1_17_gc_c_para.asc;5;1;0.105;0.154;0.68;0.687;0.209;0.134;0.0747;210.1;156;0.658;0.6;0.0575
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;17;X;T1_17_gc_c_para.asc;6;1;0.105;0.154;0.684;0.687;0.207;0.134;0.0732;245.1;191;0.658;0.603;0.0547
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;17;X;T1_17_gc_c_para.asc;7;1;0.0915;0.148;0.62;0.712;0.197;0.114;0.0823;280.1;226;0.658;0.607;0.0511
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;17;X;T1_17_gc_c_para.asc;8;1;0.135;0.204;0.66;0.679;0.186;0.113;0.0732;314.1;261;0.658;0.608;0.0502
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;17;X;T1_17_gc_c_para.asc;9;1;0.165;0.25;0.662;0.658;0.177;0.105;0.0716;348.1;296;0.658;0.608;0.0497
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;17;X;T1_17_gc_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.658;0.61;0.0475
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;18;X;T1_18_gt_d_para.asc;1;1;0.329;0.5;0.657;0.477;0.195;0.0953;0.0994;70.1;19;0.399;0.253;0.146
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;18;X;T1_18_gt_d_para.asc;2;1;0.376;0.556;0.677;0.457;0.166;0.0801;0.0862;105.6;53;0.399;0.341;0.0588
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;18;X;T1_18_gt_d_para.asc;3;1;0.399;0.601;0.664;0.447;0.154;0.068;0.0862;141.1;87;0.399;0.361;0.0388
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;18;X;T1_18_gt_d_para.asc;4;1;0.418;0.608;0.687;0.435;0.147;0.068;0.0791;175.1;121;0.399;0.369;0.0302
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;18;X;T1_18_gt_d_para.asc;5;1;0.438;0.645;0.679;0.42;0.142;0.0609;0.0811;210.1;156;0.399;0.374;0.025
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;18;X;T1_18_gt_d_para.asc;6;1;0.44;0.657;0.669;0.42;0.141;0.0578;0.0832;245.1;191;0.399;0.377;0.0222
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;18;X;T1_18_gt_d_para.asc;7;1;0.452;0.665;0.68;0.409;0.139;0.0578;0.0811;280.1;226;0.399;0.378;0.0212
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;18;X;T1_18_gt_d_para.asc;8;0.9999999999999999;0.45;0.649;0.693;0.41;0.14;0.0619;0.0781;314.1;261;0.399;0.379;0.0204
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;18;X;T1_18_gt_d_para.asc;9;0.9999999999999999;0.455;0.649;0.701;0.399;0.146;0.0659;0.0801;348.1;296;0.399;0.381;0.0187
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;18;X;T1_18_gt_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.399;0.38;0.0193
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;19;X;T1_19_g2_c_para.asc;1;1;0.208;0.34;0.61;0.598;0.194;0.0986;0.0954;70.1;19;0.58;0.424;0.155
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;19;X;T1_19_g2_c_para.asc;2;1;0.213;0.349;0.61;0.617;0.17;0.0859;0.0843;105.6;53;0.58;0.514;0.0659
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;19;X;T1_19_g2_c_para.asc;3;1;0.221;0.357;0.618;0.611;0.169;0.0859;0.0827;141.1;87;0.58;0.528;0.0515
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;19;X;T1_19_g2_c_para.asc;4;1;0.248;0.374;0.664;0.588;0.164;0.0906;0.0731;175.1;121;0.58;0.538;0.0421
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;19;X;T1_19_g2_c_para.asc;5;1;0.227;0.375;0.606;0.611;0.162;0.0795;0.0827;210.1;156;0.58;0.541;0.039
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;19;X;T1_19_g2_c_para.asc;6;1;0.256;0.362;0.707;0.587;0.157;0.0954;0.062;245.1;191;0.58;0.546;0.0342
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;19;X;T1_19_g2_c_para.asc;7;1;0.258;0.43;0.598;0.587;0.156;0.0715;0.0843;280.1;226;0.58;0.548;0.0317
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;19;X;T1_19_g2_c_para.asc;8;1;0.256;0.398;0.643;0.592;0.153;0.0795;0.0731;314.1;261;0.58;0.549;0.0303
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;19;X;T1_19_g2_c_para.asc;9;1;0.269;0.432;0.623;0.58;0.151;0.0731;0.0779;348.1;296;0.58;0.551;0.0289
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;19;X;T1_19_g2_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.58;0.554;0.0259
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;2;X;T1_2_gc_c_para.asc;1;1;0.146;0.22;0.663;0.639;0.215;0.13;0.0847;70.1;19;0.609;0.458;0.15
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;2;X;T1_2_gc_c_para.asc;2;0.9999999999999999;0.137;0.213;0.644;0.685;0.178;0.105;0.0734;105.6;53;0.609;0.535;0.0738
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;2;X;T1_2_gc_c_para.asc;3;0.9999999999999998;0.159;0.216;0.739;0.677;0.164;0.113;0.0508;141.1;87;0.609;0.547;0.0612
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;2;X;T1_2_gc_c_para.asc;4;1.0000000000000002;0.2;0.318;0.629;0.642;0.158;0.0847;0.0734;175.1;121;0.609;0.55;0.0586
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;2;X;T1_2_gc_c_para.asc;5;1;0.216;0.286;0.757;0.62;0.164;0.113;0.0508;210.1;156;0.609;0.557;0.0514
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;2;X;T1_2_gc_c_para.asc;6;1;0.229;0.339;0.675;0.59;0.181;0.105;0.0763;245.1;191;0.609;0.553;0.0554
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;2;X;T1_2_gc_c_para.asc;7;1;0.232;0.311;0.744;0.59;0.178;0.119;0.0593;280.1;226;0.609;0.556;0.0522
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;2;X;T1_2_gc_c_para.asc;8;1;0.228;0.321;0.709;0.6;0.172;0.107;0.065;314.1;261;0.609;0.565;0.0439
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;2;X;T1_2_gc_c_para.asc;9;1;0.236;0.386;0.611;0.609;0.155;0.0763;0.0791;348.1;296;0.609;0.564;0.0446
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;2;X;T1_2_gc_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.609;0.567;0.0411
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;20;X;T1_20_gt_d_para.asc;1;1;0.355;0.545;0.652;0.452;0.193;0.0885;0.104;70.1;19;0.246;0.19;0.0561
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;20;X;T1_20_gt_d_para.asc;2;1;0.423;0.659;0.641;0.407;0.171;0.0646;0.106;105.6;53;0.246;0.215;0.031
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;20;X;T1_20_gt_d_para.asc;3;1;0.483;0.716;0.675;0.354;0.162;0.0604;0.102;141.1;87;0.246;0.22;0.0261
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;20;X;T1_20_gt_d_para.asc;4;0.9999999999999999;0.508;0.724;0.702;0.334;0.158;0.0625;0.0958;175.1;121;0.246;0.223;0.0228
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;20;X;T1_20_gt_d_para.asc;5;1;0.523;0.74;0.707;0.317;0.159;0.0615;0.0979;210.1;156;0.246;0.227;0.0188
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;20;X;T1_20_gt_d_para.asc;6;1;0.545;0.766;0.711;0.296;0.159;0.0583;0.101;245.1;191;0.246;0.23;0.0156
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;20;X;T1_20_gt_d_para.asc;7;1;0.555;0.738;0.752;0.28;0.165;0.0729;0.0917;280.1;226;0.246;0.232;0.0136
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;20;X;T1_20_gt_d_para.asc;8;0.9999999999999999;0.568;0.775;0.732;0.266;0.167;0.0635;0.103;314.1;261;0.246;0.233;0.0128
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;20;X;T1_20_gt_d_para.asc;9;0.9999999999999999;0.596;0.797;0.747;0.246;0.158;0.0594;0.099;348.1;296;0.246;0.234;0.0123
MN.3;Inv;T1;450;nion.1.act25;1000;gt;d;20;X;T1_20_gt_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.246;0.235;0.0113
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;21;X;T1_21_g2_d_para.asc;1;1;0.258;0.408;0.632;0.517;0.224;0.113;0.111;70.1;19;0.389;0.282;0.106
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;21;X;T1_21_g2_d_para.asc;2;1;0.291;0.474;0.613;0.509;0.2;0.0912;0.109;105.6;53;0.389;0.34;0.0486
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;21;X;T1_21_g2_d_para.asc;3;1;0.327;0.523;0.626;0.483;0.189;0.0842;0.105;141.1;87;0.389;0.356;0.0329
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;21;X;T1_21_g2_d_para.asc;4;1;0.358;0.561;0.638;0.46;0.181;0.0792;0.102;175.1;121;0.389;0.362;0.0265
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;21;X;T1_21_g2_d_para.asc;5;1;0.366;0.573;0.638;0.45;0.184;0.0792;0.105;210.1;156;0.389;0.367;0.0216
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;21;X;T1_21_g2_d_para.asc;6;1;0.393;0.611;0.643;0.424;0.182;0.0752;0.107;245.1;191;0.389;0.368;0.0209
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;21;X;T1_21_g2_d_para.asc;7;1;0.394;0.597;0.66;0.416;0.189;0.0832;0.106;280.1;226;0.389;0.37;0.0182
